category_code,brand,views,carts,purchases,view_to_cart_rate,cart_to_purchase_rate,overall_conversion_rate,min_price,max_price,avg_price
apparel.shoes.sandals,makita,1,0,0,0,,0,148.01,148.01,148.01
apparel.shoes.sandals,patriot,1,0,0,0,,0,400.13,400.13,400.13
apparel.shoes.sandals,prada,1,0,0,0,,0,90.54,90.54,90.54
apparel.shoes.sandals,pupa,1,0,0,0,,0,52,52,52
apparel.shoes.sandals,shaik,1,0,0,0,,0,200.78,200.78,200.78
apparel.shoes.sandals,shiseido,1,0,0,0,,0,84.4,97.27,86.974
apparel.shoes.sandals,torch,1,1,0,1,0,0,3.86,3.86,3.86
apparel.shoes.slipons,babymoov,1,0,0,0,,0,187.91,187.91,187.91
apparel.shoes.slipons,beaba,1,0,0,0,,0,236.69,236.69,236.69
apparel.shoes.slipons,digma,1,0,0,0,,0,54.34,54.34,54.34
apparel.shoes.slipons,ecolab,1,0,0,0,,0,2.32,2.32,2.32
apparel.shoes.slipons,foxconn,1,0,0,0,,0,67.7,67.7,67.7
apparel.shoes.slipons,gross,1,0,0,0,,0,25.19,25.19,25.19
apparel.shoes.slipons,kingmax,1,0,0,0,,0,101.68,101.68,101.68
apparel.shoes.slipons,polaris,1,0,0,0,,0,35.99,35.99,35.99
apparel.shoes.slipons,smart,1,0,0,0,,0,22.78,22.78,22.78
apparel.shoes.slipons,stanley,1,0,0,0,,0,24.97,25.23,25.1
apparel.shoes.slipons,transcend,1,0,0,0,,0,34.24,35.78,34.625
apparel.shoes.step_ins,hpe,1,0,0,0,,0,383.66,383.66,383.66
apparel.shoes.step_ins,luminarc,1,0,0,0,,0,2.57,2.57,2.57
apparel.shoes.step_ins,molto,1,0,0,0,,0,12.1,12.1,12.1
apparel.shoes.step_ins,orliman,1,0,0,0,,0,27.03,27.03,27.03
apparel.shoes.step_ins,pituso,1,0,0,0,,0,42.47,42.47,42.47
apparel.shoes.step_ins,smoby,1,0,0,0,,0,167.31,167.31,167.31
apparel.shorts,antika,1,0,0,0,,0,83.85,83.85,83.85
apparel.shorts,aquanet,1,1,0,1,0,0,225.49,225.49,225.49
apparel.shorts,canyon,1,0,0,0,,0,32.92,32.92,32.92
apparel.shorts,nintendo,1,0,0,0,,0,77.2,77.2,77.2
apparel.shorts,reimar,1,0,0,0,,0,139.26,139.26,139.26
apparel.shorts,triton,1,0,0,0,,0,151.84,325.12,222.9577778
apparel.shorts,trust,1,0,0,0,,0,39.1,39.1,39.1
apparel.shorts,valve,1,0,0,0,,0,97.3,97.3,97.3
apparel.skirt,abhika,1,0,0,0,,0,476.2,476.2,476.2
apparel.sock,ethan,1,0,0,0,,0,45.11,45.11,45.11
apparel.sock,visavis,1,0,0,0,,0,24.2,24.2,24.2
apparel.trousers,biomecanics,1,0,0,0,,0,51.48,51.48,51.48
apparel.trousers,bradex,1,0,0,0,,0,6.78,6.78,6.78
apparel.trousers,esmeralda,1,0,0,0,,0,463.33,463.33,463.33
apparel.trousers,garvalin,1,0,0,0,,0,23.17,23.17,23.17
apparel.trousers,huggies,1,1,0,1,0,0,3.15,3.15,3.15
apparel.trousers,livio,1,0,0,0,,0,463.33,463.33,463.33
apparel.trousers,marko,1,0,0,0,,0,36.01,36.01,36.01
apparel.trousers,onhillsport,1,0,0,0,,0,39.9,39.9,39.9
apparel.trousers,tecnica,1,0,0,0,,0,582.73,582.73,582.73
apparel.trousers,torneo,1,0,0,0,,0,26.73,26.73,26.73
apparel.tshirt,alca,1,0,0,0,,0,51.48,51.48,51.48
apparel.tshirt,alteco,1,0,0,0,,0,32.18,32.18,32.18
apparel.tshirt,avs,1,0,0,0,,0,59.89,59.89,59.89
apparel.tshirt,chameleon,1,0,0,0,,0,39.9,39.9,39.9
apparel.tshirt,clariss,1,0,0,0,,0,4.63,4.63,4.63
apparel.tshirt,dsp,1,0,0,0,,0,23.17,23.17,23.17
apparel.tshirt,lubimyjdom,1,0,0,0,,0,1026.02,1026.02,1026.02
apparel.tshirt,midea,1,0,0,0,,0,38.59,38.59,38.59
apparel.tshirt,otex,1,0,0,0,,0,64.35,64.35,64.35
apparel.tshirt,paiste,1,0,0,0,,0,60.75,60.75,60.75
apparel.tshirt,provoc,1,0,0,0,,0,11.58,11.58,11.58
apparel.tshirt,tera,1,0,0,0,,0,148.67,148.67,148.67
apparel.tshirt,termit,1,0,0,0,,0,197.49,259.27,228.38
apparel.tshirt,volkl,1,0,0,0,,0,285.04,285.04,285.04
apparel.underwear,arg,1,1,1,1,1,1,51.46,77.2,59.182
apparel.underwear,aria,1,0,0,0,,0,120.01,126.55,121.645
apparel.underwear,aspekt,1,0,0,0,,0,19.31,19.31,19.31
apparel.underwear,caprice,1,0,0,0,,0,135.14,135.14,135.14
apparel.underwear,eglo,1,0,0,0,,0,61.26,61.26,61.26
apparel.underwear,ergo,1,0,0,0,,0,114.55,114.55,114.55
apparel.underwear,fassen,1,0,0,0,,0,46.08,46.08,46.08
apparel.underwear,fipar,1,0,0,0,,0,42.99,42.99,42.99
apparel.underwear,flight,1,0,0,0,,0,71.3,71.3,71.3
apparel.underwear,gabor,1,0,0,0,,0,99.1,99.1,99.1
apparel.underwear,homage,1,0,0,0,,0,136.43,136.43,136.43
apparel.underwear,imperial,1,0,0,0,,0,277.46,277.46,277.46
apparel.underwear,jackson,1,0,0,0,,0,472.86,472.86,472.86
apparel.underwear,mann-filter,1,0,0,0,,0,10.55,10.55,10.55
apparel.underwear,marko,1,0,0,0,,0,100.36,100.36,100.36
apparel.underwear,noname,1,0,0,0,,0,4.12,4.12,4.12
apparel.underwear,nux,1,0,0,0,,0,1050.22,1050.22,1050.22
apparel.underwear,orla,1,0,0,0,,0,604.91,604.91,604.91
apparel.underwear,ovk,1,0,0,0,,0,26.26,26.26,26.26
apparel.underwear,remonte,1,0,0,0,,0,64.09,64.09,64.09
apparel.underwear,schecter,1,0,0,0,,0,239.39,239.39,239.39
apparel.underwear,sirpi,1,0,0,0,,0,42.47,42.47,42.47
apparel.underwear,solozar,1,0,0,0,,0,164.74,164.74,164.74
apparel.underwear,squier,1,0,0,0,,0,341.06,341.06,341.06
apparel.underwear,stagg,1,0,0,0,,0,46.33,46.33,46.33
apparel.underwear,suzuki,1,0,0,0,,0,41.19,41.19,41.19
apparel.underwear,tutti,1,0,0,0,,0,41.19,41.19,41.19
apparel.underwear,wallberry,1,0,0,0,,0,10.81,10.81,10.81
appliances.environment.air_conditioner,alecord,1,0,0,0,,0,248.08,248.08,248.08
appliances.environment.air_conditioner,arg,1,0,0,0,,0,218.77,218.77,218.77
appliances.environment.air_conditioner,carver,1,0,0,0,,0,31.66,31.66,31.66
appliances.environment.air_conditioner,fantasia,1,0,0,0,,0,389.02,389.02,389.02
appliances.environment.air_conditioner,hotpoint-ariston,1,0,0,0,,0,331.8,331.8,331.8
appliances.environment.air_conditioner,worth,1,0,0,0,,0,21.11,21.11,21.11
appliances.environment.air_heater,ballu,1,0,0,0,,0,30.86,30.86,30.86
appliances.environment.air_heater,ditreex,1,0,0,0,,0,26.1,26.1,26.1
appliances.environment.air_heater,evga,1,0,0,0,,0,628.85,628.85,628.85
appliances.environment.air_heater,optima,1,0,0,0,,0,16.88,29.58,25.95142857
appliances.environment.air_heater,sinotex,1,0,0,0,,0,99.42,99.42,99.42
appliances.environment.air_heater,timberk,1,0,0,0,,0,46.31,46.31,46.31
appliances.environment.air_heater,willmark,1,0,0,0,,0,15.42,15.42,15.42
appliances.environment.air_heater,zotac,1,0,0,0,,0,199.96,199.96,199.96
appliances.environment.climate,ergo,1,0,0,0,,0,91.38,91.38,91.38
appliances.environment.fan,polaris,1,0,0,0,,0,51.46,51.46,51.46
appliances.environment.fan,tefal,1,0,0,0,,0,69.47,69.47,69.47
appliances.environment.vacuum,arg,1,0,0,0,,0,43.73,43.73,43.73
appliances.environment.vacuum,berlinger,1,0,0,0,,0,61.01,61.01,61.01
appliances.environment.vacuum,biemmedue,1,0,0,0,,0,733.61,733.61,733.61
appliances.environment.vacuum,bork,1,0,0,0,,0,355.2,694.97,525.085
appliances.environment.vacuum,caiman,1,0,0,0,,0,630.65,630.65,630.65
appliances.environment.vacuum,clatronic,1,0,0,0,,0,23.81,23.81,23.81
appliances.environment.vacuum,defacto,1,0,0,0,,0,5.12,5.12,5.12
appliances.environment.vacuum,dewalt,1,0,0,0,,0,590.04,590.04,590.04
appliances.environment.vacuum,efba,1,0,0,0,,0,48.88,48.88,48.88
appliances.environment.vacuum,einhell,1,0,0,0,,0,103.07,103.07,103.07
appliances.environment.vacuum,electrolux,1,0,0,0,,0,471.41,471.41,471.41
appliances.environment.vacuum,hobot,1,0,0,0,,0,598.99,598.99,598.99
appliances.environment.vacuum,hoover,1,0,0,0,,0,151.84,151.84,151.84
appliances.environment.vacuum,hotpoint-ariston,1,0,0,0,,0,94.59,94.59,94.59
appliances.environment.vacuum,hyundai,1,0,0,0,,0,953.69,953.69,953.69
appliances.environment.vacuum,metabo,1,0,0,0,,0,306.56,306.56,306.56
appliances.environment.vacuum,nord,1,0,0,0,,0,49.77,49.77,49.77
appliances.environment.vacuum,obi,1,0,0,0,,0,297.87,297.87,297.87
appliances.environment.vacuum,rebus,1,0,0,0,,0,92.64,118.38,104.6533333
appliances.environment.vacuum,springfree,1,1,0,1,0,0,657.65,657.65,657.65
appliances.environment.vacuum,x-game,1,0,0,0,,0,169.63,169.63,169.63
appliances.environment.water_heater,polaris,1,0,0,0,,0,68.65,68.65,68.65
appliances.iron,philips,1,0,0,0,,0,86.59,86.59,86.59
appliances.iron,saturn,1,0,0,0,,0,7.7,7.7,7.7
appliances.ironing_board,harper,1,0,0,0,,0,20.57,20.57,20.57
appliances.ironing_board,kk,1,0,0,0,,0,298.59,298.59,298.59
appliances.ironing_board,pinax,1,0,0,0,,0,5.53,5.53,5.53
appliances.ironing_board,remain,1,0,0,0,,0,207.98,207.98,207.98
appliances.ironing_board,tdm,1,0,0,0,,0,17.22,17.22,17.22
appliances.kitchen.blender,bork,1,0,0,0,,0,386.08,386.08,386.08
appliances.kitchen.blender,elenberg,1,0,0,0,,0,25.71,25.71,25.71
appliances.kitchen.blender,first,1,0,0,0,,0,32.95,32.95,32.95
appliances.kitchen.blender,lumme,1,0,0,0,,0,27.93,27.93,27.93
appliances.kitchen.blender,sencor,1,1,0,1,0,0,38.59,38.59,38.59
appliances.kitchen.blender,smeg,1,0,0,0,,0,170.37,285.07,227.72
appliances.kitchen.dishwasher,flavia,1,0,0,0,,0,288.89,288.89,288.89
appliances.kitchen.dishwasher,fornelli,1,0,0,0,,0,369.69,369.69,369.69
appliances.kitchen.dishwasher,haier,1,0,0,0,,0,427.27,427.27,427.27
appliances.kitchen.dishwasher,indesit,1,0,0,0,,0,395.87,395.87,395.87
appliances.kitchen.dishwasher,kaiser,1,0,0,0,,0,767.07,767.07,767.07
appliances.kitchen.dishwasher,whirlpool,1,0,0,0,,0,664.08,664.08,664.08
appliances.kitchen.dishwasher,whirpool,1,0,0,0,,0,499.19,499.19,499.19
appliances.kitchen.grill,baboo,1,0,0,0,,0,25.71,25.71,25.71
appliances.kitchen.grill,beurer,1,0,0,0,,0,54.06,54.06,54.06
appliances.kitchen.grill,boyscout,1,0,0,0,,0,12.77,12.77,12.77
appliances.kitchen.grill,chicco,1,0,0,0,,0,30.27,30.27,30.27
appliances.kitchen.grill,galaxy,1,0,0,0,,0,16.19,16.45,16.32
appliances.kitchen.grill,gorenje,1,0,0,0,,0,33.44,33.44,33.44
appliances.kitchen.grill,gulliver,1,0,0,0,,0,60.49,60.49,60.49
appliances.kitchen.grill,kamado,1,0,0,0,,0,900.92,900.92,900.92
appliances.kitchen.grill,kitfort,1,0,0,0,,0,30.61,30.61,30.61
appliances.kitchen.grill,lalaloopsy,1,0,0,0,,0,6.07,6.07,6.07
appliances.kitchen.grill,lilipups,1,0,0,0,,0,27.27,27.27,27.27
appliances.kitchen.grill,lori,1,0,0,0,,0,20.54,20.54,20.54
appliances.kitchen.grill,momert,1,0,0,0,,0,29.11,29.11,29.11
appliances.kitchen.grill,moulinex,1,0,0,0,,0,39.36,39.36,39.36
appliances.kitchen.grill,palisad,1,0,0,0,,0,70.01,70.01,70.01
appliances.kitchen.grill,polini,1,0,0,0,,0,82.34,82.34,82.34
appliances.kitchen.grill,smeg,1,0,0,0,,0,174.57,174.57,174.57
appliances.kitchen.grill,stokke,1,0,0,0,,0,545.65,545.65,545.65
appliances.kitchen.grill,weber,1,0,0,0,,0,161.56,161.56,161.56
appliances.kitchen.hob,akpo,1,0,0,0,,0,244.08,412.56,328.32
appliances.kitchen.hob,bompani,1,0,0,0,,0,134.04,134.04,134.04
appliances.kitchen.hob,electronicsdeluxe,1,0,0,0,,0,145.16,145.16,145.16
appliances.kitchen.hob,fornelli,1,0,0,0,,0,227.03,227.03,227.03
appliances.kitchen.hob,franke,1,0,0,0,,0,428.19,428.19,428.19
appliances.kitchen.hob,gorenje,1,0,0,0,,0,193.03,193.03,193.03
appliances.kitchen.hob,oasis,1,0,0,0,,0,180.16,180.16,180.16
appliances.kitchen.hob,smeg,1,0,0,0,,0,1441.3,1484.07,1469.813333
appliances.kitchen.hob,vitek,1,0,0,0,,0,30.86,30.86,30.86
appliances.kitchen.hood,hilti,1,0,0,0,,0,266.66,266.66,266.66
appliances.kitchen.hood,lux-tools,1,0,0,0,,0,38.98,38.98,38.98
appliances.kitchen.hood,mbs,1,0,0,0,,0,92.64,92.64,92.64
appliances.kitchen.hood,milwaukee,1,0,0,0,,0,241.02,241.02,241.02
appliances.kitchen.hood,oasis,1,0,0,0,,0,57.66,57.66,57.66
appliances.kitchen.hood,ryobi,1,0,0,0,,0,163.05,163.05,163.05
appliances.kitchen.hood,stanley,1,0,0,0,,0,30.37,160.88,108.676
appliances.kitchen.hood,tch,1,0,0,0,,0,23.16,23.16,23.16
appliances.kitchen.hood,texa,1,0,0,0,,0,22.91,22.91,22.91
appliances.kitchen.juicer,adata,1,0,0,0,,0,173.15,232.41,202.78
appliances.kitchen.juicer,corsair,1,0,0,0,,0,572.99,572.99,572.99
appliances.kitchen.juicer,merry,1,0,0,0,,0,23.27,27.64,25.455
appliances.kitchen.juicer,philips,1,0,0,0,,0,334.63,334.63,334.63
appliances.kitchen.kettle,bergner,1,0,0,0,,0,47.23,47.23,47.23
appliances.kitchen.kettle,ccm,1,0,0,0,,0,144.15,144.15,144.15
appliances.kitchen.kettle,einhell,1,0,0,0,,0,77.22,77.22,77.22
appliances.kitchen.kettle,festool,1,0,0,0,,0,717.01,717.01,717.01
appliances.kitchen.kettle,gipfel,1,0,0,0,,0,18.5,23.65,20.21666667
appliances.kitchen.kettle,inhouse,1,0,0,0,,0,21.86,21.86,21.86
appliances.kitchen.kettle,kolner,1,0,0,0,,0,58.94,58.94,58.94
appliances.kitchen.kettle,lamart,1,0,0,0,,0,31.4,31.4,31.4
appliances.kitchen.kettle,philips,1,0,0,0,,0,38.59,38.59,38.59
appliances.kitchen.kettle,ride,1,0,0,0,,0,92.41,92.41,92.41
appliances.kitchen.kettle,rondell,1,0,0,0,,0,17.83,17.83,17.83
appliances.kitchen.kettle,tefal,1,0,0,0,,0,7.95,7.95,7.95
appliances.kitchen.kettle,trust,1,0,0,0,,0,71.83,71.83,71.83
appliances.kitchen.kettle,vicalina,1,0,0,0,,0,43.76,43.76,43.76
appliances.kitchen.kettle,wortex,1,0,0,0,,0,61.75,61.75,61.75
appliances.kitchen.kettle,zwilling,1,0,0,0,,0,1031.97,1031.97,1031.97
appliances.kitchen.meat_grinder,etor,1,0,0,0,,0,126.13,126.13,126.13
appliances.kitchen.meat_grinder,marko,1,0,0,0,,0,56.6,56.6,56.6
appliances.kitchen.meat_grinder,panasonic,1,0,0,0,,0,257.38,257.38,257.38
appliances.kitchen.microwave,elenberg,1,0,0,0,,0,51.46,51.46,51.46
appliances.kitchen.mixer,bosch,1,0,0,0,,0,82.34,82.34,82.34
appliances.kitchen.mixer,e-twow,1,0,0,0,,0,690.9,690.9,690.9
appliances.kitchen.mixer,globber,1,0,0,0,,0,133.59,133.59,133.59
appliances.kitchen.mixer,gorenje,1,0,0,0,,0,41.16,41.16,41.16
appliances.kitchen.mixer,graffiti,1,0,0,0,,0,19.63,19.63,19.63
appliances.kitchen.mixer,hottek,1,0,0,0,,0,47.59,47.59,47.59
appliances.kitchen.mixer,kenwood,1,0,0,0,,0,11.04,11.04,11.04
appliances.kitchen.mixer,maomaoku,1,0,0,0,,0,474.87,474.87,474.87
appliances.kitchen.mixer,midou,1,0,0,0,,0,38.59,38.59,38.59
appliances.kitchen.mixer,moulinex,1,0,0,0,,0,77.2,77.2,77.2
appliances.kitchen.mixer,scarlett,1,0,0,0,,0,41.16,41.16,41.16
appliances.kitchen.mixer,schreuders,1,0,0,0,,0,170.4,170.4,170.4
appliances.kitchen.mixer,sencor,1,0,0,0,,0,509.67,509.67,509.67
appliances.kitchen.mixer,sunbody,1,0,0,0,,0,60.49,60.49,60.49
appliances.kitchen.mixer,tomoloo,1,0,0,0,,0,437.33,437.33,437.33
appliances.kitchen.mixer,toocool,1,0,0,0,,0,26.77,26.77,26.77
appliances.kitchen.mixer,unit,1,0,0,0,,0,115.58,115.58,115.58
appliances.kitchen.mixer,zinc,1,0,0,0,,0,15.44,15.44,15.44
appliances.kitchen.oven,arg,1,0,0,0,,0,41.16,41.16,41.16
appliances.kitchen.oven,candy,1,0,0,0,,0,514.79,514.79,514.79
appliances.kitchen.oven,centek,1,0,0,0,,0,76.18,76.18,76.18
appliances.kitchen.oven,oursson,1,0,0,0,,0,105.51,105.51,105.51
appliances.kitchen.oven,rebus,1,0,0,0,,0,45.85,61.02,51.6425
appliances.kitchen.refrigerators,almacom,1,0,0,0,,0,105.64,105.64,105.64
appliances.kitchen.refrigerators,artel,1,0,0,0,,0,397.95,397.95,397.95
appliances.kitchen.refrigerators,asrock,1,0,0,0,,0,157.35,157.35,157.35
appliances.kitchen.refrigerators,asus,1,0,0,0,,0,247.97,247.97,247.97
appliances.kitchen.refrigerators,cameron,1,0,0,0,,0,875.16,875.16,875.16
appliances.kitchen.refrigerators,caso,1,0,0,0,,0,314.27,314.27,314.27
appliances.kitchen.refrigerators,dunavox,1,0,0,0,,0,600.1,600.1,600.1
appliances.kitchen.refrigerators,electrolux,1,0,0,0,,0,772.19,1024.2,940.1966667
appliances.kitchen.refrigerators,evrika,1,0,0,0,,0,257.15,257.15,257.15
appliances.kitchen.refrigerators,flex,1,0,0,0,,0,49.91,49.91,49.91
appliances.kitchen.refrigerators,imperial,1,0,0,0,,0,124.56,124.56,124.56
appliances.kitchen.refrigerators,kitfort,1,0,0,0,,0,180.16,180.16,180.16
appliances.kitchen.refrigerators,konov,1,0,0,0,,0,180.18,180.18,180.18
appliances.kitchen.refrigerators,listvig,1,0,0,0,,0,169.89,169.89,169.89
appliances.kitchen.refrigerators,mystar,1,0,0,0,,0,76.96,76.96,76.96
appliances.kitchen.refrigerators,nokia,1,0,0,0,,0,102.94,102.94,102.94
appliances.kitchen.refrigerators,shivaki,1,0,0,0,,0,193.03,193.03,193.03
appliances.kitchen.refrigerators,zeta,1,0,0,0,,0,141.57,141.57,141.57
appliances.kitchen.toster,acme,1,0,0,0,,0,39.87,46.08,42.975
appliances.kitchen.toster,apart,1,0,0,0,,0,28.86,28.86,28.86
appliances.kitchen.toster,autopower,1,0,0,0,,0,66.44,66.44,66.44
appliances.kitchen.toster,biema,1,0,0,0,,0,375.81,512.24,444.025
appliances.kitchen.toster,biwec,1,0,0,0,,0,174.26,174.26,174.26
appliances.kitchen.toster,bosch,1,0,0,0,,0,90.09,90.09,90.09
appliances.kitchen.toster,centurion,1,0,0,0,,0,385.85,385.85,385.85
appliances.kitchen.toster,chicco,1,0,0,0,,0,51.46,51.46,51.46
appliances.kitchen.toster,dahon,1,0,0,0,,0,504.26,504.26,504.26
appliances.kitchen.toster,delonghi,1,0,0,0,,0,43.73,205.9,173.466
appliances.kitchen.toster,fender,1,0,0,0,,0,1347.78,1347.78,1347.78
appliances.kitchen.toster,galaxy,1,0,0,0,,0,15.68,15.68,15.68
appliances.kitchen.toster,glamvers,1,0,0,0,,0,176.32,176.32,176.32
appliances.kitchen.toster,hygge,1,0,0,0,,0,243.51,305.03,264.0166667
appliances.kitchen.toster,jbl,1,0,0,0,,0,478.78,478.78,478.78
appliances.kitchen.toster,kitchenaid,1,0,0,0,,0,309.09,309.09,309.09
appliances.kitchen.toster,lg,1,0,0,0,,0,257.38,257.38,257.38
appliances.kitchen.toster,liberty,1,0,0,0,,0,540.55,540.55,540.55
appliances.kitchen.toster,magaudio,1,0,0,0,,0,289.23,340.55,314.89
appliances.kitchen.toster,maxwell,1,0,0,0,,0,17.99,17.99,17.99
appliances.kitchen.toster,momert,1,0,0,0,,0,24.45,24.45,24.45
appliances.kitchen.toster,mongoose,1,0,0,0,,0,195.89,195.89,195.89
appliances.kitchen.toster,novatrack,1,0,0,0,,0,116.75,116.75,116.75
appliances.kitchen.toster,peavey,1,0,0,0,,0,518.01,518.01,518.01
appliances.kitchen.toster,pinarello,1,0,0,0,,0,2393.63,2393.63,2393.63
appliances.kitchen.toster,pioneer,1,0,0,0,,0,223.94,589.46,467.62
appliances.kitchen.toster,samson,1,0,0,0,,0,669.26,669.26,669.26
appliances.kitchen.toster,schwinn,1,0,0,0,,0,269.76,269.76,269.76
appliances.kitchen.toster,segway,1,0,0,0,,0,406.54,406.54,406.54
appliances.kitchen.toster,smartway,1,0,0,0,,0,208.08,208.08,208.08
appliances.kitchen.toster,smeg,1,0,0,0,,0,278.82,278.82,278.82
appliances.kitchen.toster,torgue,1,0,0,0,,0,334.63,334.63,334.63
appliances.kitchen.toster,turbosound,1,0,0,0,,0,633.99,633.99,633.99
appliances.kitchen.toster,varta,1,0,0,0,,0,386.11,386.11,386.11
appliances.kitchen.toster,viva,1,0,0,0,,0,208.24,208.24,208.24
appliances.kitchen.toster,wethepeople,1,0,0,0,,0,385.85,566.04,476.8033333
appliances.kitchen.washer,bosher,1,1,0,1,0,0,102.94,102.94,102.94
appliances.kitchen.washer,gorenje,1,0,0,0,,0,373.21,373.21,373.21
appliances.kitchen.washer,optima,1,0,0,0,,0,347.47,347.47,347.47
appliances.kitchen.washer,rebus,1,0,0,0,,0,136.01,136.01,136.01
appliances.kitchen.washer,smeg,1,0,0,0,,0,1558.67,1558.67,1558.67
appliances.personal.hair_cutter,first,1,0,0,0,,0,6.67,6.67,6.67
appliances.personal.hair_cutter,meizer,1,0,0,0,,0,4.12,4.12,4.12
appliances.personal.hair_cutter,moser,1,0,0,0,,0,21.31,21.31,21.31
appliances.personal.massager,adili,1,0,0,0,,0,38.1,38.1,38.1
appliances.personal.massager,alerana,1,0,0,0,,0,6.18,6.18,6.18
appliances.personal.massager,alveus,1,1,0,1,0,0,51.46,51.46,51.46
appliances.personal.massager,best,1,0,0,0,,0,95.09,95.09,95.09
appliances.personal.massager,bioderma,1,0,0,0,,0,10.68,12.23,11.455
appliances.personal.massager,candy,1,0,0,0,,0,144.12,144.12,144.12
appliances.personal.massager,cd,1,0,0,0,,0,6.6,6.6,6.6
appliances.personal.massager,cocochoco,1,0,0,0,,0,2.65,2.65,2.65
appliances.personal.massager,dexp,1,0,0,0,,0,107.57,107.57,107.57
appliances.personal.massager,elica,1,0,0,0,,0,512.7,512.7,512.7
appliances.personal.massager,faber,1,0,0,0,,0,82.16,82.16,82.16
appliances.personal.massager,fitaqua,1,0,0,0,,0,669.26,669.26,669.26
appliances.personal.massager,framesi,1,0,0,0,,0,33.85,33.85,33.85
appliances.personal.massager,gkhair,1,0,0,0,,0,24.45,24.45,24.45
appliances.personal.massager,hotpoint-ariston,1,0,0,0,,0,259.96,259.96,259.96
appliances.personal.massager,indesit,1,0,0,0,,0,104.22,104.22,104.22
appliances.personal.massager,insight,1,0,0,0,,0,14.16,14.16,14.16
appliances.personal.massager,laufen,1,0,0,0,,0,682.33,768.54,725.435
appliances.personal.massager,luxell,1,0,0,0,,0,48.91,48.91,48.91
appliances.personal.massager,mibb,1,0,0,0,,0,537.98,537.98,537.98
appliances.personal.massager,olto,1,0,0,0,,0,243.63,243.63,243.63
appliances.personal.massager,redken,1,0,0,0,,0,33.59,33.59,33.59
appliances.personal.massager,sanovit,1,0,0,0,,0,48.96,48.96,48.96
appliances.personal.massager,santek,1,0,0,0,,0,29.43,30.72,30.075
appliances.personal.massager,saturn,1,0,0,0,,0,497,497,497
appliances.personal.massager,shindo,1,0,0,0,,0,58.43,58.43,58.43
appliances.personal.massager,smeg,1,0,0,0,,0,375,375,375
appliances.personal.massager,synology,1,0,0,0,,0,572.99,572.99,572.99
appliances.personal.massager,trichup,1,0,0,0,,0,5.53,5.53,5.53
appliances.personal.massager,vichy,1,0,0,0,,0,10.04,10.04,10.04
appliances.personal.massager,wonderlab,1,0,0,0,,0,8.98,8.98,8.98
appliances.personal.massager,x-game,1,0,0,0,,0,71.53,71.53,71.53
appliances.personal.massager,zanussi,1,0,0,0,,0,231.64,231.64,231.64
appliances.personal.massager,zorg,1,0,0,0,,0,210.73,210.73,210.73
appliances.personal.scales,alteco,1,0,0,0,,0,31.79,31.79,31.79
appliances.personal.scales,demix,1,0,0,0,,0,26.9,32.08,29.48666667
appliances.personal.scales,kolner,1,0,0,0,,0,36.39,36.39,36.39
appliances.personal.scales,m-audio,1,0,0,0,,0,313.62,313.62,313.62
appliances.personal.scales,makita,1,0,0,0,,0,141.57,226.26,198.03
appliances.personal.scales,saturn,1,0,0,0,,0,8.75,8.75,8.75
appliances.sewing_machine,aurora,1,0,0,0,,0,174.78,174.78,174.78
appliances.sewing_machine,naomi,1,0,0,0,,0,102.71,167.29,145.7633333
auto.accessories.alarm,body-solid,1,0,0,0,,0,341.32,341.32,341.32
auto.accessories.alarm,starline,1,0,0,0,,0,149.3,149.3,149.3
auto.accessories.alarm,torneo,1,0,0,0,,0,22.65,22.65,22.65
auto.accessories.compressor,bosch,1,0,0,0,,0,69.91,69.91,69.91
auto.accessories.compressor,cowon,1,0,0,0,,0,143.26,143.26,143.26
auto.accessories.compressor,diamant,1,0,0,0,,0,293.96,293.96,293.96
auto.accessories.compressor,fiio,1,0,0,0,,0,89.84,200.52,143.4633333
auto.accessories.light,aurora,1,0,0,0,,0,15.44,95.24,55.77
auto.accessories.parktronic,aquatic,1,0,0,0,,0,7.59,7.59,7.59
auto.accessories.parktronic,dam,1,0,0,0,,0,8.78,8.78,8.78
auto.accessories.parktronic,prologic,1,0,0,0,,0,43.97,94.47,69.22
auto.accessories.parktronic,salmo,1,0,0,0,,0,10.73,10.73,10.73
auto.accessories.parktronic,sandisk,1,0,0,0,,0,8.98,8.98,8.98
auto.accessories.player,pioneer,1,0,0,0,,0,205.93,205.93,205.93
auto.accessories.player,swat,1,0,0,0,,0,28.83,28.83,28.83
auto.accessories.radar,akg,1,0,0,0,,0,306.31,306.31,306.31
auto.accessories.radar,beyerdynamic,1,1,0,1,0,0,40.99,40.99,40.99
auto.accessories.radar,defender,1,0,0,0,,0,3.61,3.61,3.61
auto.accessories.radar,kingston,1,0,0,0,,0,125.63,125.63,125.63
auto.accessories.radar,marantz,1,0,0,0,,0,66.02,66.02,66.02
auto.accessories.radar,olympus,1,0,0,0,,0,23.14,23.14,23.14
auto.accessories.radar,redragon,1,0,0,0,,0,45.56,45.56,45.56
auto.accessories.radar,sennheiser,1,0,0,0,,0,276.28,276.28,276.28
auto.accessories.radar,stagg,1,0,0,0,,0,118.41,118.41,118.41
auto.accessories.radar,sven,1,0,0,0,,0,2.42,2.42,2.42
auto.accessories.videoregister,xiaomi,1,0,0,0,,0,97.56,97.56,97.56
auto.accessories.winch,floresan,1,0,0,0,,0,3.2,3.2,3.2
